item	page_id	paragraph_id	source_pdf	scan_page	category	annotation	context	proposed_correction	reviewer_and_date	evidence
06-107-U005	06-107	06-107-P02	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	107	unread writing	[[illegible]]	t consented [[obscured: approximately 2 lines across dark band]] [[illegible]] could start from [[illegible]] field to day or tomorrow. Joda ha		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-107-U006	06-107	06-107-P02	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	107	unread writing	[[illegible]]	mately 2 lines across dark band]] [[illegible]] could start from [[illegible]] field to day or tomorrow. Joda has now gone to Tarrant to have t		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-107-U007	06-107	06-107-P02	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	107	tentative reading	[[But its all?]]	etter as Fields positively refused to let him have a mule train. [[But its all?]] We must wait patiently for when they do get the things here will		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. Unresolved.
06-107-U008	06-107	06-107-P03	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	107	unread writing	[[illegible]]	[[margin]] [[illegible]] [[/margin]]		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-109-U001	06-109	06-109-P04	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	109	unread writing	[[deleted: illegible]]	ing to bury her, her little brother was taken suddenly, and died [[deleted: illegible]] in two hours he had had a chill or two before, but got up and he		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-110-U001	06-110	06-110-P01	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	110	tentative reading	[[Culphers?]]	Mr. Telly — Nancy [[Culphers?]] husband — has been in bad health for a long time: on last Sunday	Conflicting independent readings: Culphers / Coffman	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Marker kept. family reading edition (independent image reading, editions/family/Plain-text) reads 'Nancy Coffman's husband'; conflict.
06-110-U002	06-110	06-110-P02	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	110	unread writing	[[deleted: illegible]]	to stay for dinner but he was in such a hurry he did not want to [[deleted: illegible]] talk about it. I reckon thats the way they all are when they get		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-110-U003	06-110	06-110-P04	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	110	unread writing	[[illegible]]	nine pounds. We thank you for the book [[inserted: you sent me]] [[illegible]] [[/margin]]		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-110-U004	06-110	06-110-P05	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	110	unread writing	[[illegible]]	[[margin]] [[illegible]] says tell uncle [[illegible]] to see him [[/margin]]		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-110-U005	06-110	06-110-P05	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	110	unread writing	[[illegible]]	[[margin]] [[illegible]] says tell uncle [[illegible]] to see him [[/margin]]		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-111-U001	06-111	06-111-P01	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	111	unread writing	[[deleted: illegible]]	ine with all his might, consequently discussion [[inserted: is]] [[deleted: illegible]] rife. You wondered in one of yours, whether the good feeling whi		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-111-U002	06-111	06-111-P01	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	111	tentative reading	[[Batakers?]]	, so after studying on it awhile they appointed a meeting in Mr. [[Batakers?]] neighborhood embracing the same time! Not exactly as warm toward	Conflicting independent readings: Batakers / Butcher's	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	"Marker kept. family reading edition (independent image reading, editions/family/Plain-text) reads ""Mr. Butcher's neighborhood""; conflict."
06-111-U003	06-111	06-111-P02	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	111	tentative reading	[[Burnard?]]	h the church — Milton Rawlins, his wife, Sarah Selby, and Lizzie [[Burnard?]]. The meeting closed on monday night at which time Bro Jones prea	Conflicting independent readings: Burnard / Bennett	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Marker kept. family reading edition (independent image reading, editions/family/Plain-text) reads 'Lizzie Bennett'; conflict.
06-112-U001	06-112	06-112-P01	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	112	unread writing	[[deleted: illegible]]	 was done, but an other protracted meeting was appointed for the [[deleted: illegible]] beginning friday night before the first Sunday in Oct. Bro Goodm		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-112-U002	06-112	06-112-P02	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	112	unread writing	[[deleted: illegible]]	Parson Austin was [[deleted: illegible]] waiting on Lis. Gibbs last Sunday, and [[gave?]] Saturday night.		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-112-U003	06-112	06-112-P02	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	112	tentative reading	[[gave?]]	as [[deleted: illegible]] waiting on Lis. Gibbs last Sunday, and [[gave?]] Saturday night. Dont you think that is right early? his wife has	Conflicting independent readings: gave / went	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Marker kept. family reading edition (independent image reading, editions/family/Plain-text) reads 'went Saturday night'; conflict.
06-112-U004	06-112	06-112-P02	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	112	unread writing	[[deleted: illegible]]	other item is, that Mary Morgan is to be married to night to Mr. [[deleted: illegible]] Phipp. And so they go. You wish to know if I would not like to p		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-114-U001	06-114	06-114-P02	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	114	unread writing	[[illegible]]	To day we [[illegible]] as usual [[illegible]] washing, which I believe you [[illegible]		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-114-U002	06-114	06-114-P02	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	114	unread writing	[[illegible]]	To day we [[illegible]] as usual [[illegible]] washing, which I believe you [[illegible]] is not a very pleasan		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-114-U003	06-114	06-114-P02	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	114	unread writing	[[illegible]]	[illegible]] as usual [[illegible]] washing, which I believe you [[illegible]] is not a very pleasant employment. [[illegible]] this evening I 		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-114-U004	06-114	06-114-P02	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	114	unread writing	[[illegible]]	h I believe you [[illegible]] is not a very pleasant employment. [[illegible]] this evening I find yours of July [[26th?]] to Laura and Joda's 		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-114-U005	06-114	06-114-P02	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	114	tentative reading	[[26th?]]	sant employment. [[illegible]] this evening I find yours of July [[26th?]] to Laura and Joda's of 28th had been recd, which was a very plea	Conflicting independent readings: 26th / 24	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Marker kept. family reading edition (independent image reading, editions/family/Plain-text) reads 'July 24'; conflict.
06-114-U006	06-114	06-114-P02	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	114	unread writing	[[illegible]]	prise. Though I am sorry to hear through Joda that you have been [[illegible]] in the Reg. You seemed to be getting along so well in the [[ille		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-114-U007	06-114	06-114-P02	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	114	unread writing	[[illegible]]	ible]] in the Reg. You seemed to be getting along so well in the [[illegible]] I almost wished you could remain there. You seem to think P. H's		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
06-114-U008	06-114	06-114-P02	ACU CRS MS5 - 06 - Folder 3, Correspondence and Legal Papers.pdf	114	unread writing	[[illegible]]	 that he had to marry while the field was clear. I dont know how [[illegible]] I can hear the young gents at [[illegible]] think they can get “		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
