page_id	source_pdf	scan_page	kind	transcript_blocks	unresolved_items	review_level	editorial_note
08-164	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	164	letter	2	0	initial AI visual reading of supplied scan	Continues on 08-165. The final If may be a slip for in; direct wording is retained. The letter’s claim of ownership and accusation are the writer’s, not editorial findings.
08-165	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	165	letter continuation	1	0	initial AI visual reading of supplied scan	Conclusion and signature of 08-164.
08-166	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	166	document endorsement	1	0	initial AI visual reading of supplied scan	Faint reversed writing is show-through from the oath on the other side, not a separate readable inscription.
08-167	George Douglas Papers Folder 5 - Daybook of N.L. Douglas.pdf	167	oath of office	1	0	initial AI visual reading of supplied scan	The reverse is labelled January 1868 (08-166). The oath names N. L. Douglas in its opening, but this scan shows no separate signature, witness, attestation or specific office. It cannot by itself prove that an official administered or accepted the oath. Original council retained.
09-001	George Douglas Papers Folder 6 - Correspondence.pdf	1	repository cover sheet	1	0	initial AI visual reading of supplied scan	Modern repository cover, not a manuscript. The catalog year 1863 does not describe every letter in this folder; the opening letters are dated 1852.
09-002	George Douglas Papers Folder 6 - Correspondence.pdf	2	manuscript	1	6	initial AI visual reading of supplied scan	Letter continues through 09-004, signed Rebecca Goodloe to Mary Douglass. An uncertain word before “7 times” may read “tapt”; the treatment is not identified confidently. Biblical passage and marginal reference are retained; it echoes 1 Timothy 6:18–19. “Cashing” is the source’s spelling, context uncertain.
09-003	George Douglas Papers Folder 6 - Correspondence.pdf	3	manuscript	1	3	initial AI visual reading of supplied scan	Continuation of 09-002. An unclear number after “2” is marked instead of silently resolving it. Names of workers and children are preserved. The passage does not itself specify everyone’s legal status; it should be read alongside the collection’s evidence of enslavement rather than assuming all were relatives or paid employees.
09-004	George Douglas Papers Folder 6 - Correspondence.pdf	4	manuscript	1	4	initial AI visual reading of supplied scan	Conclusion of 09-002–003. A horizontal dark line crosses the marriage news, apparently a crease rather than a cancellation. House name and Elizabeth’s surname are uncertain. The repeated “in woodbury” note is preserved. The address and signature directly connect Mary Douglass with her mother Rebecca Goodloe.
09-005	George Douglas Papers Folder 6 - Correspondence.pdf	5	manuscript	1	2	initial AI visual reading of supplied scan	The date reads Wednesday 21, following the April 18 letter. Descriptions of “water practice” and treatment for colic are historical remedies, transcribed as evidence, not recommended medical instructions.
09-006	George Douglas Papers Folder 6 - Correspondence.pdf	6	manuscript	1	0	initial AI visual reading of supplied scan	Letter continues on 09-007–009, signed S. J. Goodloe and addressed to N. L. Douglas. Wrapper 09-010 expands the writer to Sam J. Goodloe and explicitly identifies the deceased mother as Rebecca Goodloe. “Nearly three score and ten” means nearly seventy.
09-007	George Douglas Papers Folder 6 - Correspondence.pdf	7	manuscript	1	2	initial AI visual reading of supplied scan	Continuation of 09-006. The girl’s name is uncertain. The source uses a racial label; family reading uses “Black girl.” “Paralysis” and “Apolexy” are the writer’s impressions, not modern diagnoses. The phrase “Mother observed” is retained though its grammar is awkward.
09-008	George Douglas Papers Folder 6 - Correspondence.pdf	8	manuscript	1	1	initial AI visual reading of supplied scan	Continuation of 09-007. The sentence about who was present names “Jena” tentatively; it does not explicitly list Julia there, despite Julia’s preceding actions. Preserve the wording and inconsistency. No cause of death is independently established.
09-009	George Douglas Papers Folder 6 - Correspondence.pdf	9	letter conclusion and address panel	3	0	initial AI visual reading of supplied scan	Conclusion of 09-006–008. Address confirms N. L. Douglas at Red Oak, Ellis County, Texas. The household’s prospective dispersal after harvest is a plan, not proof of a subsequent move. The June 21 endorsement differs from the June 18 letter date and may record mailing.
09-010	George Douglas Papers Folder 6 - Correspondence.pdf	10	annotated wrapper	3	0	initial AI visual reading of supplied scan	Later wrapper, not part of the original letters. Explicitly identifies Sam J. Goodloe’s deceased mother as Rebecca Goodloe, supporting identification of the mother in 09-006–009. “Song Ballad” corresponds to the signed patriotic song on 09-016; it does not securely attribute the unsigned essay on 09-013–015.
09-011	George Douglas Papers Folder 6 - Correspondence.pdf	11	manuscript	1	4	initial AI visual reading of supplied scan	Continues on 09-012. “Jeans” means the cloth, not a pair of modern denim trousers. The weaver’s intervening name is unclear. “Dropsy” and drainage are the writer’s historical descriptions of illness. Dye ingredients are retained as historical household practice.
09-012	George Douglas Papers Folder 6 - Correspondence.pdf	12	manuscript	3	4	initial AI visual reading of supplied scan	Conclusion of 09-011. Names in the baptism list are partly uncertain; original punctuation does not clearly separate all names. “Sack” refers to a garment in this context. Sarah Barr’s engagement is reported hearsay, not a marriage record. Meetinghouse spelling retained.
09-013	George Douglas Papers Folder 6 - Correspondence.pdf	13	manuscript	2	0	initial AI visual reading of supplied scan	Continues through 09-015. Opening insertion “pleasures” has an awkward position; preserved rather than silently reconstructing the sentence. No signature or date appears on these three pages, and authorship is not established by the wrapper describing Emily’s separate song.
09-014	George Douglas Papers Folder 6 - Correspondence.pdf	14	manuscript	2	0	initial AI visual reading of supplied scan	Continuation of 09-013. The four verse lines are set apart in the manuscript. “Hith” is retained as written, evidently meaning height in context.
09-015	George Douglas Papers Folder 6 - Correspondence.pdf	15	manuscript	1	0	initial AI visual reading of supplied scan	Conclusion of the unsigned essay 09-013–014. Quoted or verse-form concluding lines retained as part of the manuscript; no external authorship attribution has been imposed.
09-016	George Douglas Papers Folder 6 - Correspondence.pdf	16	verse manuscript	6	4	initial AI visual reading of supplied scan	Undated. Emily Douglas’s name is written twice, one instance with an ornate border. The wrapper 09-010 calls it a song written by her; the manuscript does not establish original composition as opposed to copying. Creases cross some lines. Repeat cues “&c” and an overwritten practice line are preserved. One word in the third stanza remains tentative.
09-017	George Douglas Papers Folder 6 - Correspondence.pdf	17	address panel	2	0	initial AI visual reading of supplied scan	Adjacent letter is dated October 24, 1855. Postmark appears October 30; year not separately visible on this face.
09-018	George Douglas Papers Folder 6 - Correspondence.pdf	18	manuscript	1	0	initial AI visual reading of supplied scan	Continues on 09-019–020, signed Miriam Stevenson. She calls Tennessee their old native place; this refers to writer and addressee, not independently to N. L. Douglas’s birthplace. Weight reproduced without supplying a unit not explicitly written. Doca/Dora name spellings vary across pages.
09-019	George Douglas Papers Folder 6 - Correspondence.pdf	19	manuscript	1	1	initial AI visual reading of supplied scan	Continuation of 09-018. Mary’s surname uncertain at the right edge. “He had 4 children” is retained: the passage does not identify Miriam as their birth mother. The reported death of Virginia McKnight is distinguished from the child Virginia described at the end.
09-020	George Douglas Papers Folder 6 - Correspondence.pdf	20	manuscript	1	2	initial AI visual reading of supplied scan	Conclusion of 09-018–019. A seal or stain obscures words after “Artists”; the art medium is not specified. A fragment before the farewell is unclear. The means of Miriam’s financial support is not identified in this letter.
